시장명,x좌표,y좌표
사창시장, 36.63348042614273, 127.46488313131893
사창시장, 36.63356006450856, 127.46488044911001
사창시장, 36.633555759734136, 127.46500383071991
사창시장, 36.63344552186574, 127.46520188174222
사창시장, 36.63345064114142, 127.46529119339598
사창시장, 36.633199796233455, 127.46526567578061
사창시장, 36.633245869849205, 127.46534860803054
사창시장, 36.63325098913814, 127.4654187814728
사창시장, 36.63320747517135, 127.4654187814728
사창시장, 36.633204915525475, 127.46563249150148
사창시장, 36.63338409053114, 127.46570266494372
사창시장, 36.63344552186574, 127.46592594407817
사창시장, 36.633204915525475, 127.46603120424155
사창시장, 36.63320747517135, 127.46628319069325
사창시장, 36.633586301822824, 127.46630232890477
복대가경시장, 36.62973389385336, 127.44101321378814
복대가경시장, 36.62972846990818, 127.44116866487346
복대가경시장, 36.62966338253623, 127.44123625230188
복대가경시장, 36.62969050228122, 127.44279752189802
복대가경시장, 36.62962541487718, 127.44279752189802
복대가경시장, 36.62963626278167, 127.44359505355318
복대가경시장, 36.63006475378758, 127.44364236475307
복대가경시장, 36.63007560163024, 127.443899196981
복대가경시장, 36.629451848197704, 127.44392623195237
복대가경시장, 36.629457272162355, 127.44300704292606
복대가경시장, 36.629283705104164, 127.44304083664028
복대가경시장, 36.62926200919442, 127.4419121265859
복대가경시장, 36.629424728368726, 127.44187157412887
복대가경시장, 36.629392184561354, 127.4410740424737
육거리종합시장, 36.62803756905361, 127.49101030010881
육거리종합시장, 36.62828386677979, 127.49086253164052
육거리종합시장, 36.62863050669062, 127.4911012345508
육거리종합시장, 36.6286624339724, 127.49122058600595
육거리종합시장, 36.629333925995894, 127.49117370188837
육거리종합시장, 36.62937611459443, 127.48952489413968
육거리종합시장, 36.628813464293074, 127.48957721005755
육거리종합시장, 36.62881802532332, 127.48894066896341
육거리종합시장, 36.62875873190918, 127.48852578057169
육거리종합시장, 36.62878153707386, 127.48853714737696
육거리종합시장, 36.62876329294265, 127.48844621293493
육거리종합시장, 36.62872224363163, 127.4884177959218
육거리종합시장, 36.62869487741215, 127.48787218926968
육거리종합시장, 36.62856716825938, 127.48788355607493
육거리종합시장, 36.62860821765432, 127.48622400244008
육거리종합시장, 36.628749609842735, 127.48579206384049
육거리종합시장, 36.62840297046762, 127.48549652690393
육거리종합시장, 36.626063113888684, 127.48959994366737
육거리종합시장, 36.628028963060885, 127.49102079432392
성안길상점가, 36.63695975605166, 127.49020109548714
성안길상점가, 36.636749875033395, 127.48765571340716
성안길상점가, 36.63137616570904, 127.48754087568219
성안길상점가, 36.631796239504894, 127.49046923854245
성안길상점가, 36.63260594050547, 127.4907651094014
대현프리몰청주점, 36.63672386144482, 127.48636222027199
대현프리몰청주점, 36.63661428420496, 127.48637739313655
대현프리몰청주점, 36.63691257743707, 127.48916161378347
대현프리몰청주점, 36.63703432944482, 127.48916161378347
중앙시장, 36.63952510224851, 127.4888091962984
중앙시장, 36.63857850592486, 127.4889040267019
중앙시장, 36.63863938063644, 127.48967404957837
중앙시장, 36.63910811430453, 127.48971577495591
중앙시장, 36.63908680829058, 127.48946162947452
중앙시장, 36.639546408141264, 127.48941990409698
서문시장, 36.6341680049947, 127.48465941770745
서문시장, 36.63405233628895, 127.48464803805902
서문시장, 36.634024941043734, 127.4846935566527
서문시장, 36.63396101876703, 127.484674590572
서문시장, 36.63391535996548, 127.48463665841062
서문시장, 36.6338362179787, 127.48464803805902
서문시장, 36.63384230582673, 127.48482631921762
서문시장, 36.633878832904756, 127.48484149208218
서문시장, 36.63385448152133, 127.48496287499867
서문시장, 36.63390622820191, 127.48501977324077
서문시장, 36.63388796467156, 127.48514115615725
서문시장, 36.6339123160444, 127.48526253907373
서문시장, 36.63395797484775, 127.48531943731584
서문시장, 36.633942755249656, 127.48544840666462
서문시장, 36.63388796467156, 127.4855773760134
서문시장, 36.63381491050683, 127.48571393179444
서문시장, 36.63374794412834, 127.48570634536216
서문시장, 36.63370532912988, 127.48575186395583
서문시장, 36.6336688019696, 127.48577083003654
서문시장, 36.6336657580388, 127.48583152149477
서문시장, 36.633547044643606, 127.48602876873406
서문시장, 36.6335835718616, 127.4862108431088
서문시장, 36.633708373059136, 127.48617291094739
서문시장, 36.633827086205756, 127.48619567024424
서문시장, 36.634143653702644, 127.48567979284917
서문시장, 36.634189312368896, 127.48561151495866
서문시장, 36.63420757582785, 127.48569496571373
서문시장, 36.63434150772775, 127.48570634536216
서문시장, 36.63441151749184, 127.48564186068778
서문시장, 36.63444195649988, 127.48565703355231
서문시장, 36.634560668516315, 127.48577083003654
서문시장, 36.63502942701221, 127.48570634536229
서문시장, 36.635059865776135, 127.48565324033632
서문시장, 36.635224234893585, 127.48565703355247
서문시장, 36.63549513878488, 127.48565703355247
서문시장, 36.635525577364824, 127.48532323053212
서문시장, 36.63535816502629, 127.48531943731598
서문시장, 36.63534598956929, 127.48520564083178
서문시장, 36.635175532969406, 127.4851980543995
서문시장, 36.63497159332761, 127.48523219334477
서문시장, 36.63484679417612, 127.48522840012862
서문시장, 36.6341801806507, 127.48516770867037
서문시장, 36.634091907194374, 127.48509563756372
서문시장, 36.634079731537305, 127.48488321745988
서문시장, 36.634152785450944, 127.48488321745988
서문시장, 36.634168005007574, 127.48464803805918
오창전통시장, 36.740232435149835, 127.45699140346402
오창전통시장, 36.74044714608928, 127.45698502406019
오창전통시장, 36.74067208071496, 127.45685105657954
오창전통시장, 36.74096347231814, 127.45696588584866
오창전통시장, 36.7411884054307, 127.45699778286786
오창전통시장, 36.74140822579017, 127.45684467717568
오창전통시장, 36.74154625220576, 127.45697864465633
오창전통시장, 36.74173539911284, 127.45718278557925
오창전통시장, 36.74189898525119, 127.4578590023864
오창전통시장, 36.74227216482434, 127.45736778829063
오창전통시장, 36.74247153398964, 127.4569595064448
오창전통시장, 36.74258399841852, 127.45678088313727
오창전통시장, 36.74204723488789, 127.45569000508047
오창전통시장, 36.74190409731241, 127.45528810263848
오창전통시장, 36.74122930228943, 127.4548096473504
오창전통시장, 36.740891902553194, 127.45509034111942
오창전통시장, 36.74083055698724, 127.45519241158085
오창전통시장, 36.74056983778501, 127.45523706740774
오창전통시장, 36.7405033798075, 127.45525620561928
오창전통시장, 36.74055961348452, 127.45546034654218
오창전통시장, 36.74072320212887, 127.45546672594604
오창전통시장, 36.74075898709835, 127.45574104031118
오창전통시장, 36.74071808998903, 127.45577931673424
오창전통시장, 36.7407385385464, 127.45591966361874
오창전통시장, 36.74056472563495, 127.45606001050324
오창전통시장, 36.74068741714272, 127.45639173950298
오창전통시장, 36.74027333251795, 127.45692123002176
증평장뜰시장, 36.7843945114708, 127.58361796427263
증평장뜰시장, 36.78416970165342, 127.58336761200198
증평장뜰시장, 36.78419248646224, 127.58332399001542
증평장뜰시장, 36.78417425861573, 127.58328795446131
증평장뜰시장, 36.78420767633101, 127.58322726300176
증평장뜰시장, 36.78412868898047, 127.58315329528543
증평장뜰시장, 36.78409223325274, 127.58318174440707
증평장뜰시장, 36.784064891445574, 127.58322915960986
증평장뜰시장, 36.783990460921075, 127.5831665715422
증평장뜰시장, 36.78397527100923, 127.58317226136654
증평장뜰시장, 36.783796029822156, 127.58294656500131
증평장뜰시장, 36.78374286496944, 127.58288208030106
증평장뜰시장, 36.78368514310193, 127.5828005261523
증평장뜰시장, 36.78360615521278, 127.58274742112519
증평장뜰시장, 36.78363805417781, 127.5826791432332
증평장뜰시장, 36.783516534239205, 127.58253500101263
증평장뜰시장, 36.78354691424172, 127.58248948241798
증평장뜰시장, 36.78335400102112, 127.58226188944465
증평장뜰시장, 36.78327197478018, 127.58236620289077
증평장뜰시장, 36.78324311367453, 127.58233585716096
증평장뜰시장, 36.783299316870234, 127.5822561996203
증평장뜰시장, 36.78319906249231, 127.58211395401196
증평장뜰시장, 36.78310488400742, 127.58209309129394
증평장뜰시장, 36.782498797184665, 127.58137427681983
증평장뜰시장, 36.78245930263889, 127.58139703611717
증평장뜰시장, 36.782359047162046, 127.58126996337371
증평장뜰시장, 36.782149421638984, 127.58102909412885
증평장뜰시장, 36.782146383583864, 127.58086977904753
증평장뜰시장, 36.782095686802634, 127.5807674843853
증평장뜰시장, 36.78186936258075, 127.58098543723358
증평장뜰시장, 36.781629220504506, 127.5811927678586
증평장뜰시장, 36.781769729257476, 127.58138255512306
증평장뜰시장, 36.78182848738685, 127.58129164861825
증평장뜰시장, 36.781850202336315, 127.58131397653169
증평장뜰시장, 36.7819115151016, 127.58125337219515
증평장뜰시장, 36.782109503904515, 127.58144953886345
증평장뜰시장, 36.78231132422234, 127.58172704293081
증평장뜰시장, 36.78235347650011, 127.58168557680581
증평장뜰시장, 36.782391796732504, 127.58172704293081
증평장뜰시장, 36.78237391395979, 127.58175893995005
증평장뜰시장, 36.782523362725115, 127.58193118386467
증평장뜰시장, 36.78255274150654, 127.58192320960988
증평장뜰시장, 36.78260128033814, 127.5819806242445
증평장뜰시장, 36.782513144015915, 127.58208747925892
증평장뜰시장, 36.7827264592883, 127.58234425026376
증평장뜰시장, 36.78277627534422, 127.58230437898975
증평장뜰시장, 36.78286696602958, 127.58240804430224
증평장뜰시장, 36.78290656335152, 127.58250533024302
증평장뜰시장, 36.783044515102866, 127.58267916899787
증평장뜰시장, 36.78308155766049, 127.58264567712769
증평장뜰시장, 36.783110936227935, 127.58267438444499
증평장뜰시장, 36.78305856573028, 127.58274455788731
증평장뜰시장, 36.78316458401767, 127.58288330992099
증평장뜰시장, 36.783209290480464, 127.58283705924309
증평장뜰시장, 36.783308921932225, 127.58291680179119
증평장뜰시장, 36.78333063646221, 127.5829534833633
증평장뜰시장, 36.783278266114706, 127.58301249284888
증평장뜰시장, 36.78331019925769, 127.58306831263253
증평장뜰시장, 36.78334468703716, 127.58303960531524
증평장뜰시장, 36.78336001493419, 127.58305555382486
증평장뜰시장, 36.78339450269124, 127.58301887225275
증평장뜰시장, 36.783444318312924, 127.58309701994988
증평장뜰시장, 36.78347369674131, 127.58306352807966
증평장뜰시장, 36.78354394945915, 127.58315124488254
증평장뜰시장, 36.78356821857801, 127.58325331536393
증평장뜰시장, 36.783646135128706, 127.5833553858255
증평장뜰시장, 36.783583546430336, 127.58343353352261
증평장뜰시장, 36.78384411945035, 127.58376047796978
증평장뜰시장, 36.78395524590997, 127.58364724355151
증평장뜰시장, 36.78401527967745, 127.58371901184476
증평장뜰시장, 36.78410469158436, 127.58382586685923
증평장뜰시장, 36.784125128577, 127.58380672864767
증평장뜰시장, 36.784125128577, 127.58382905656113
증평장뜰시장, 36.78421709497648, 127.58384659992171
생거진천전통시장, 36.8607855022081, 127.450332462974
생거진천전통시장, 36.85926874909513, 127.45007643500304
생거진천전통시장, 36.85916850285759, 127.45106786246506
생거진천전통시장, 36.859342844055746, 127.45110599429053
생거진천전통시장, 36.85932105142772, 127.45134023264695
생거진천전통시장, 36.8603322228225, 127.45164528725064
진천중앙시장, 36.85715904380113, 127.44218624980563
진천중앙시장, 36.85716252101119, 127.44223188058036
진천중앙시장, 36.85718164566364, 127.44227316556701
진천중앙시장, 36.857204247519455, 127.44232531502383
진천중앙시장, 36.857075590712526, 127.44236225422244
진천중앙시장, 36.857127748903594, 127.44261648282447
진천중앙시장, 36.857150350775335, 127.44261648282447
진천중앙시장, 36.85716425961616, 127.44270339858587
진천중앙시장, 36.85714165774852, 127.44271860884412
진천중앙시장, 36.857155566590926, 127.44283811801601
진천중앙시장, 36.85721989495416, 127.44286853853251
진천중앙시장, 36.857258144225554, 127.44294024403568
진천중앙시장, 36.85728074605872, 127.44299673928057
진천중앙시장, 36.857305086486995, 127.44309234661809
진천중앙시장, 36.857487639451875, 127.44307496346582
진천중앙시장, 36.857484162256604, 127.4431053839823
진천중앙시장, 36.857505025425794, 127.44311624845248
진천중앙시장, 36.857503286828575, 127.44331615470368
진천중앙시장, 36.857169475430815, 127.44344000966364
진천중앙시장, 36.857195554498766, 127.44348998622644
진천중앙시장, 36.85721467914295, 127.44355734594151
진천중앙시장, 36.857242496798655, 127.44355734594151
진천중앙시장, 36.857256405622714, 127.44367902800746
진천중앙시장, 36.857416356917476, 127.4436442617029
진천중앙시장, 36.85750850262009, 127.44380505586147
진천중앙시장, 36.85742852711096, 127.44382461190778
진천중앙시장, 36.857444174499776, 127.4439267379274
진천중앙시장, 36.8572442354018, 127.44397454159617
진천중앙시장, 36.857305086486995, 127.44408753208597
진천중앙시장, 36.85732247250243, 127.44414620022492
진천중앙시장, 36.85734159711486, 127.44414402733088
진천중앙시장, 36.8573329041098, 127.44429395701928
진천중앙시장, 36.8573502901189, 127.4443700083105
진천중앙시장, 36.85746503767988, 127.44447430722414
진천중앙시장, 36.857487639451875, 127.44457426034975
진천중앙시장, 36.857510241217184, 127.44471767135604
진천중앙시장, 36.85734159711486, 127.44475461055464
진천중앙시장, 36.85718860008151, 127.4447698208129
진천중앙시장, 36.857169475430815, 127.44472853582621
진천중앙시장, 36.857190338685875, 127.44471115267394
진천중앙시장, 36.857174691245106, 127.4446763863694
진천중앙시장, 36.85710514702516, 127.44468725083955
진천중앙시장, 36.85710340841884, 127.44463727427676
진천중앙시장, 36.85713991914304, 127.44459816218413
진천중앙시장, 36.85712079448015, 127.44438087278067
진천중앙시장, 36.857115578662196, 127.44433089621788
진천중앙시장, 36.857070374891435, 127.44433524200593
진천중앙시장, 36.8570582046409, 127.44422225151615
진천중앙시장, 36.85703560274191, 127.4441309899667
진천중앙시장, 36.85702517109396, 127.44401799947687
진천중앙시장, 36.85695388812825, 127.44403103684107
진천중앙시장, 36.85694693368901, 127.4439506397618
진천중앙시장, 36.85705125021118, 127.4439071818811
진천중앙시장, 36.8570286483101, 127.4436877195836
진천중앙시장, 36.85699213753277, 127.44342479940542
진천중앙시장, 36.856924331757114, 127.44339655178295
진천중앙시장, 36.856854787309345, 127.44339437888892
진천중앙시장, 36.85683044673766, 127.44332050049173
진천중앙시장, 36.856854787309345, 127.44329442576331
진천중앙시장, 36.8568321853502, 127.44314449607492
진천중앙시장, 36.85682175367449, 127.44303802426721
진천중앙시장, 36.856818276448934, 127.44297066455215
진천중앙시장, 36.85692954758815, 127.4428859216848
진천중앙시장, 36.856879127873256, 127.44270774437393
진천중앙시장, 36.85684435563671, 127.44250131944066
진천중앙시장, 36.85679567447898, 127.4425034923347
진천중앙시장, 36.856778288343726, 127.44241657657328
진천중앙시장, 36.856717436839105, 127.44235573554033
진천중앙시장, 36.856717436839105, 127.4422905487193
진천중앙시장, 36.85684435563671, 127.44227316556701
진천중앙시장, 36.85683740118752, 127.44219276848774
감곡시장, 37.11876725342468, 127.6375903305667
감곡시장, 37.11885547098283, 127.63764841313498
감곡시장, 37.118802540460265, 127.63782542667643
감곡시장, 37.118873114482106, 127.6379056359374
감곡시장, 37.11892163408397, 127.63791116761055
감곡시장, 37.118974564523285, 127.63813520037396
감곡시장, 37.11889516885044, 127.63817115624955
감곡시장, 37.118820183971906, 127.63826796053003
감곡시장, 37.11875622622267, 127.638348169791
감곡시장, 37.11877607518511, 127.63842561321539
감곡시장, 37.11863272145058, 127.63854454418852
감곡시장, 37.11858420166356, 127.63858879757389
감곡시장, 37.11875843166321, 127.6386579434885
감곡시장, 37.11872093916549, 127.63888474208849
감곡시장, 37.11866139221919, 127.63898431220555
감곡시장, 37.11861066700578, 127.63915579407381
감곡시장, 37.11851362737238, 127.63912536987138
감곡시장, 37.118509216477015, 127.63918068660307
감곡시장, 37.1184915728929, 127.63933004177868
감곡시장, 37.118445258465066, 127.63950705532011
감곡시장, 37.118385711301954, 127.63973108808351
감곡시장, 37.11833278045098, 127.63991363329811
감곡시장, 37.11845187481364, 127.63990533578837
감곡시장, 37.11846069661083, 127.64007128598344
감곡시장, 37.1183636567852, 127.64008234932981
감곡시장, 37.11825558956026, 127.64004915929077
감곡시장, 37.118237945917045, 127.63993575999079
감곡시장, 37.11815854947174, 127.63983895571032
감곡시장, 37.11806150925881, 127.63983342403715
감곡시장, 37.11803504372464, 127.63973108808351
감곡시장, 37.11801740003002, 127.63961492294692
감곡시장, 37.118028427339624, 127.63944344107865
감곡시장, 37.11803724918616, 127.63918068660307
감곡시장, 37.118059303798, 127.63898707804212
감곡시장, 37.1180703311015, 127.63889857127141
감곡시장, 37.118074742022465, 127.63877964029825
감곡시장, 37.1182533841051, 127.6387907036446
감곡시장, 37.118271027744704, 127.63866900683486
감곡시장, 37.11833278045098, 127.63861092426657
감곡시장, 37.11841879306501, 127.63844220823489
감곡시장, 37.11829969865028, 127.63840072068612
감곡시장, 37.11827323319936, 127.63836199897392
감곡시장, 37.118445258465066, 127.63782819251301
감곡시장, 37.118526860056974, 127.63786691422518
감곡시장, 37.11857758532657, 127.6376456472984
감곡시장, 37.11850480558137, 127.6376096914228
감곡시장, 37.11851252464855, 127.63755437469109
감곡시장, 37.11866690582729, 127.6376083085045
삼성시장, 37.019679885653, 127.49833384544759
삼성시장, 37.01936439328217, 127.49848680314582
삼성시장, 37.019346074330095, 127.49851994398044
삼성시장, 37.01932164905376, 127.4984460144263
삼성시장, 37.01922191242726, 127.49847915526091
삼성시장, 37.019199522554324, 127.49855563411002
삼성시장, 37.01914049467589, 127.49856073269997
삼성시장, 37.01912828200567, 127.49849954962069
삼성시장, 37.01904686415399, 127.4985148453905
삼성시장, 37.018979694360674, 127.49856073269997
삼성시장, 37.018953233516704, 127.49869329603845
삼성시장, 37.01892677266354, 127.49870859180826
삼성시장, 37.01894305626659, 127.49859642282956
삼성시장, 37.01892677266354, 127.49852504257038
삼성시장, 37.01876800735088, 127.49856583128992
삼성시장, 37.01877207826049, 127.4986295636642
삼성시장, 37.01870490822426, 127.49864740872898
삼성시장, 37.018540036065396, 127.49865250731893
삼성시장, 37.018542071526326, 127.49874428193786
삼성시장, 37.01850950414486, 127.49874938052782
삼성시장, 37.018495255911084, 127.49865760590886
삼성시장, 37.018407730987825, 127.49867800026864
삼성시장, 37.01833038329732, 127.49870349321831
삼성시장, 37.01822860990034, 127.49874938052782
삼성시장, 37.01820011332478, 127.49864485943401
삼성시장, 37.01794398995723, 127.49873895324802
삼성시장, 37.017963264369946, 127.49862630047282
삼성시장, 37.0179140075278, 127.49839563050454
삼성시장, 37.018759935817115, 127.49803353229848
삼성시장, 37.01880570321336, 127.49808965594081
삼성시장, 37.01908624933412, 127.49803332955321
삼성시장, 37.019116231301034, 127.49819694429816
삼성시장, 37.01917833676628, 127.49818621546242
삼성시장, 37.01916762893108, 127.49807624489615
삼성시장, 37.01922759278884, 127.49800650746387
삼성시장, 37.01942675811964, 127.49789921910651
대소시장, 36.96885918863555, 127.48306863409706
대소시장, 36.96896146693983, 127.48319664808254
대소시장, 36.96895711467435, 127.48328108283893
대소시장, 36.96852406301618, 127.48352621600261
대소시장, 36.968545824464826, 127.48374955955175
대소시장, 36.9686024042022, 127.48383671800995
대소시장, 36.96850665385277, 127.48395111348635
대소시장, 36.96828903897433, 127.48411725929729
대소시장, 36.968232459004064, 127.4842670628973
대소시장, 36.96841090338291, 127.48437328726825
대소시장, 36.96834561890259, 127.48455032788646
대소시장, 36.968245515924, 127.48451491976281
대소시장, 36.96821504977396, 127.48459390711558
대소시장, 36.96831950509479, 127.48466744706468
대소시장, 36.9682781582141, 127.48474371071559
대소시장, 36.96817370283663, 127.48471647369752
대소시장, 36.9681345320331, 127.48480363215572
대소시장, 36.9683064481876, 127.48490985652664
대소시장, 36.96825422053616, 127.48492619873757
대소시장, 36.96806271884094, 127.48537016213402
대소시장, 36.96800396254242, 127.48537016213402
대소시장, 36.96800396254242, 127.48543553097768
대소시장, 36.96805836652409, 127.48549545241768
대소시장, 36.96811712278063, 127.4855717160686
대소시장, 36.96819220015352, 127.48565751267588
대소시장, 36.96824442784752, 127.48574603298498
대소시장, 36.96830159851916, 127.4858179308586
대소시장, 36.968361602496465, 127.48590644375341
대소시장, 36.96843232140902, 127.48595807627538
대소시장, 36.96843807996896, 127.48595085999324
대소시장, 36.96851094180463, 127.48600450417191
대소시장, 36.9685602306539, 127.48604071399251
대소시장, 36.96855035483574, 127.48621901846364
대소시장, 36.96807504480085, 127.4872078738756
대소시장, 36.96786282830711, 127.48739878249817
대소시장, 36.96767216455294, 127.4872452255759
대소시장, 36.967748430111925, 127.48704394150212
대소시장, 36.96762905789885, 127.48694641210552
대소시장, 36.96766387481366, 127.4868219064929
대소시장, 36.96761579430809, 127.4868468076154
대소시장, 36.9675527922203, 127.48682813177352
대소시장, 36.96746492080023, 127.48698791397642
대소시장, 36.96733725836775, 127.48690906042174
대소시장, 36.96723280712739, 127.48678662990264
대소시장, 36.96715985696975, 127.48674097784466
대소시장, 36.96747984236929, 127.48577813444014
대소시장, 36.96752958091164, 127.48571173144674
대소시장, 36.96753289681355, 127.48559760127882
대소시장, 36.96763071584778, 127.48522408444086
대소시장, 36.967625742006376, 127.4851867327304
대소시장, 36.967794852593684, 127.48469701065394
대소시장, 36.96783795915388, 127.48469908574748
대소시장, 36.96787609185986, 127.48457873032193
대소시장, 36.9679034479198, 127.48459740616383
대소시장, 36.96806095231787, 127.48425916590965
대소시장, 36.96819449466037, 127.48405645472718
대소시장, 36.96834428275877, 127.48376138253387
대소시장, 36.96841461794132, 127.4836782406322
대소시장, 36.96831693017474, 127.48349402429052
음성시장, 36.9372240886942, 127.69014530540214
음성시장, 36.93880196408087, 127.69053690815227
음성시장, 36.939205003098785, 127.69104116340902
음성시장, 36.93836462145844, 127.69111626525577
